text,label
I be chillin wit the bitches cuz a lotta niccas fake,0
fuck her rite in the pussy,1
RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;,0
RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,0
RT @RickRaze: Why would I be in a relationship theses hoes go still do them &#128514;&#128175;,0
"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly""""",0
@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,0
@kieffer_jason @someone yea it's very true bitch,0
"everybody fuckin everybody bitch everybody wit the shits, thats lifee",0
@BradMich4Real thats shit gon be the death of these hoes...ion like it...,0
"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;",0
Thursdays really been trash this season @nfl,0
RT @letsargueboxing: @staycoolwheels screaming like a little bitch lmaooo,0
@Alan_Casillas haha shit niggah i wish,0
Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?,0
Get these hoe ass fuckboys off the stage. #VMAs,1
@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,0
RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p,1
@seansteiger31 yea cause I showed ya bitch ass,0
Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.,1
"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!",0
"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",0
RT @LettyBro_: Yall hoes super weakkkkkkkk,0
you ain't a real nigga without goal a to chase and a yellow bone bitch w/ some toes to paint,1
"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",0
You know what fuck that bitch and you didnt react? girl it's me and you,0
"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;",0
Them hoes look so clean on foot.,0
RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair,0
"RT @NikoWavy: A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line.",0
"http://t.co/4YyVxESnUR

The far left looks the best if you ask me, bitches try too hard. Just be yourself, especially if you're thick",0
@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,1
"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.",0
RT @JayOnDatAss: All these girls saying nobody can put em up with em. Dont no nigga want a bitch as a girlfriend fix that shit,0
"Out of day care, I'm taking a kitty nap on you hosers.",0
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,1
@_MckenzieNoel miss you bitch,0
@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.,0
@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also,0
RT @jaaayLENo: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https://t.co/3nKvBpR9qr,0
What mad cunt created masturbating? That dude needs a high 5...,0
These hoes worried bout the wrong things in life,1
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,0
RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,0
@CallNeeshCakey I can't bitch,0
Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches,0
Nobody on planet Earth more protective than bull dykes,0
"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass",0
@kieffer_jason I heard your mama raised you like bitch,1
God damn birds,0
@alexrojas_10 yo fag Rojas,1
RT @CanIFuckOrNah: i'm a bitch but a sweetheart u feel me,0
I just want the bad hoes and I wanna reach the children,1
Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;,0
@tyracountryman nah gurl this pussy private &#128581;,0
I hate ratchet country hoes I'm ashamed,0
"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females' tweet &amp; dont no the context, her dumb ass dont neither",0
@jonnnycashh #pussy,0
@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,1
RT @_elennamichelle: @erykahminor_ miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,0
That hoe beefing over tunchi chillllll ouutttt,1
Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;,0
I just wanna slap a couple of y'all bitches,1
"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",0
The fuck does a yellow cloud do?,0
@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;,0
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,0
Life is a bitch.... but I appreciate her mayne.,0
"@san_sim lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly",0
@thejokerxo porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol,0
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",0
"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",0
"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS...",0
"@The__Sweetest no shit you are, what euros would call a typical American, fat as fuck and goes to eat fast food all the time, dumb bitch.",0
Only the strong survive and that nigga a pussy,0
@thisisricklol sexy bitch,0
RT @The_Paradox: FAGGOT RT @80sbaby4life: I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &#8230;,1
Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;,1
I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.,0
@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,0
"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;",0
"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa.",0
Alcohol....drunk hoe &#171;@Mr__Rude i miss...&#187;,0
"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",1
"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point",0
"RT @TheDouch3: Bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. Jus a iPh&#8230;",0
@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.,1
Paper over pussy cause pussy Bring problems #PoweroftheP,0
RT @ThatSlutAdrian: i'll be that bitch today,0
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,1
&#8220;@SexReIationship: Who else thinks lip biting is fucking sexy?&#8221;@MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that,0
I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag,1
RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,0
RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;,1
@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you,0
no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.,0
All I want is a 100 million dollars and a bad bitch,0
Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it.,0
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,0
@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,0
@FlightYung that's what I call a crash dummy hoe,0
RT @_prettygirl92: bitches jus love to get me madd,0
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,0
RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;,1
@Swishas_Erbs No bitch Linda over KOD,0
RT @driswitdacake: bitches fwu when they wanna .. ha na bitch not over here,0
Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ,0
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",1
The world is yours n every bitch in it,0
RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;,0
"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",1
@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of,0
"@desamador you gotta be like me n the twins, just chug it all before everyone",0
RT @lovindadrew: I don't know a bitch in the world that claim they too busy for a nigga they really fuck with.,1
I be using these fufu bitches &#128514;&#128514;,0
"People calling and complaining to Spinellis because of our Purge special.
Lmao pussies. #LouisvillePurge",0
RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.,0
@ThankYouAriana no one asked bitch,0
&#8220;@_chelousmuch_: bitch im weakkk vic &#128514;&#128514;&#128514;&#8221;&#128514;&#128514;,0
RT @DevyDevBlack: Yung Berg trying to fuck all these hoes.,0
I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;,0
RT @Tierrraaaaa: no sex bitch I only want the neck bitch .,0
RT @WeLoveKi: Hol on bitch &#128553;&#128514;&#128557; https://t.co/RYESvYaI2u,0
"""bitch freak my shit""",0
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,0
RT @Seinfeld2000: Uncle leo find iWatch in trash can http://t.co/T7GCSMCYLB,0
LeBron bout to cry lil bitch,0
@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping,1
@X_XPDOTJDOT she remembers the dick lol and wants it again. I recommend you shoot a bitch if she show up. She might snap,0
@JennaHord12 Nooo Amber's supposed to kill me fag,0
RT @TorahBlaze: @1SonofYahweh hell yea! I don't know what's wrong w the brothas that love these cave hoes so damn much... #StopItNow,0
When you colored every day is Sunday,1
Dark skinned girls with blonde hair need to stop it. The only bitch that can rock that is Dijonay from The Proud Family.,0
She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!,1
I wish everyone I knew wasn't a faggot a try hard or a sketchball,1
@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,0
RT @haztv: Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,0
I'm retarded hungover and all we had were beers. A lot of beers.,0
RT @Yansii_: This bitch don went super saiyan 5 at walmart http://t.co/xkF59toVcK,0
"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?",0
@CapoDaAssHole wiz had a warrant like a bitch,0
Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch,0
It aint nuffin to cut that bitch off!!!!,0
&#8220;@salsteelo: I got 1 felony!!!&#8221; I got bitches,0
@Chink_19 shut up chink.!!!,1
RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,1
RT @WhiteBoyCeezy: these hoes too familiar,0
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,1
RT @TittyFlex: So they both was selling pussy and doing dirt together and they fell out so they putting each other on blast even though the&#8230;,0
Son of a bitch,0
"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;",1
well ain't that a bitch,0
@Juicy_james01 ain't no love 4 these hoes,0
RT @KiiingJaay_: I'm about my commas bitch period,0
"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",0
"300 bitch we hot, we done took flight !",0
RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;,0
"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",1
"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28",0
"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;",0
&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU,0
Everybody got foreign bitches and foreign cars &#128564;&#128564;,0
@Coley_Cee yes bitch I do realize dat,0
"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",0
"RT @OfficiallyIce: RT @Manatti23: ""I fucked your bitch cause she gave me a boner, she went down twice like Adrien Broner..."" #FreckBars",0
This bitch tweets been on point the few minutes I been on.,0
"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",1
"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",0
RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA,0
"RT @KevinHart2ReaI: All Bow Wow hoes on the stage, lol",0
Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET,0
Charlie is so adorable. http://t.co/TMpBYyjGFL,0
@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk,0
"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch.",0
This foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/wC4ub0UN6b,0
Ion know why this bitch insists on telling me where she be going now. Idgaf about chu bitch like damn.,0
RT @lonernigga: School is so pointless. I'm just trying to pass the class and get out this bitch,0
@B_McC10ud that's meant toward my dads gf shes a bitch dude,0
Unlike some of yall boring ass bitches lol,0
@PennyTheGOAT right in the pussy,0
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,0
RT @OhArias: I make the pussy cringe http://t.co/LNB2UXXQem,0
RT @bankheist: you're a retard @ShawnaCarr99,1
"RT @UnicornCowboy: @UglyNi99ah pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus&#8230;",0
@Huntermoore fuck my throbbing pussy slowly,0
@xsotoxevelynx haha yuhhh did I hit that hoe or what,0
just got done biking with my dyke,0
@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,0
@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full,0
"RT @SimplyPerfectt_: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",0
I wonder where all these bitches I got at ?,0
RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,1
"gotta tip for the monogamous niggas, yo bitch fuckin' anonymous nigga.",1
Lolololol not to be a hoe but that was a nyyce one,0
&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,0
I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes,0
RT @toddknife: Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;,1
RT @__queenshaun: &#8220;@JuicelessEss_: If you ask me every bitch gay.&#8221; true dat true dat,1
@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,0
Serious question here; How many country songs mention honkey tonk(s)?,0
Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2,0
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",0
I can not &amp; will not fuck with theses dawg ass hoes no more ...,0
"All theses hoes on me , they so phony &#128534;",0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/8KUzaPFCMF,0
@obamac0re I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to,0
RT @tbhjuststop: my score on flappy bird is higher than the broncos score right now,0
"Mary Jane is a dumb bitch
Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play",0
"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",1
&#128175; my bitch &#128079;&#128523;,0
RT @TheRealIceTre: hot pockets &gt; hoes,0
"Fuck you, #BobCostas! That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool.",0
I'm gonna be ghetto and color over the stain with a sharpie ctfu,0
RT @HighSociety26: These old hoes is madddd that @DrayaFace and @MalaysiaPargo slayed they attire!!! #BasketballWivesLA #DrayaMondays #Mala&#8230;,0
@jennahnorberg because its retarded. lol jk were the same,0
"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",0
I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.,0
"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",0
RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,0
Only movie i cant wait to see.. Tansformers4 . if its a fail im going killer ape shit on michael bay,0
""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,0
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,0
RT @StephenGoetz2: These hoes ain't loyal,0
Oh shit! &#128557;&#128128; RT @ImDatNigga_Jack: &#8220;@Sherman_King: Dallas trash.&#8221; Your hairline is trash,1
RT @ygAddie: Obama a bitch.,0
"RT @hayybacon: &#8220;@phizzyph0: If she got the Chipotle Plug, Cuff that hoe&#8221; #TwitterlessAlex @vngelinaa_",0
Why am I being such a bitch today? #lol,0
@alyssawiens faggot,1
@AmirEldouh @jwheels3 Ali is a hoe for that,0
"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",0
Not about to play these games with this bitch,0
@OTG_Kapo thats what i call it too !! Lol its beyond ghetto smh but man u needa quit playin and come back,0
This nigga Magic Johnson got a Grade A faggot for a son &#128514;&#128514;.. He had to have done some terrible shit growin up lol..,1
Lmao! RT @CapoToHeaven Lmao RT @HeauxmerSimpson: @AtlanticCity you'll never be Vegas. You faggot punk bitch.,1
"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",0
I got 99 problems but a bitch ain't 1!,0
@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;,1
"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",0
@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,1
And I'm out bout $50 .. These hoes be pimping me man &#128514;,0
Smoke sesh niggah what u mean,0
RT @ObamaStrawman: Joan Rivers said I was gay and Michelle was a tranny. Perhaps her death was no accident. See Clinton's and Ron Brown/Vin&#8230;,0
@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,1
"Damn lol &#8220;@Pearls_N_Kisses: Take a picture, it last longer than staring like a weird ass bitch.&#8221;",0
RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,0
Omg I will kill you for liking that pic I swear bitch,0
The only part of the awards that I liked was the dykes part of the cypher &amp; the old skool female MCs.,0
"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",0
"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;",0
RT @hotwata: &#8220;@VSamone: tom ford probably fucking all these hoes&#8221; he probably would be if he wasn't a homosexual,0
"byeeeee bitch, &#128540;",0
"""No boats and hoes please thanks"" - Mom",0
"@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap",0
"Sometimes, even I gotta tell these hoes to grow up smh",0
@Molly_m5462 better bitch!:),0
RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,0
Too much makeup so trash..,0
You say no to ratchet pussy but juicy-j can't! Bands will make her dance,0
But rich is a light skin coon. So it's expected.,0
RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;,1
@kieffer_jason umm you sure the hoes I talk to aren't ugly,0
Like god damn you dirty bitch,0
@RomeoTorres99 bro do you fist bitches with that shit,0
"You little stupid ass bitch, i aint fuckin with you!!!!!",1
"RT @natedavvg: grab her booty in front of niggas that want her

grab her booty in front of bitches that want you",0
""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",0
&#8220;@Queendev_: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick,0
Niggas who talk about pussy the most get the least RT @FrancoisKilljoy: @202SOLE @quanb24 @BALTsneakerShow what a shine box? Glittery pussy?,0
"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",1
"I thought it was bros over hoes , guess not &#128530;",0
RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in,0
RT @OGBEARD: Some of y'all bitches can't even grow this on yo damn head http://t.co/lYKqlHq0wT,0
RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,0
&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?,0
UPDATE: Three arrsted after German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/5TNwQ2e7Q5,1
RT @yaboybillnye: u a 10? on the pH scale maybe cause you basic hoe,0
"RT @david_marchese: Johnny Cash turned down ""The Gambler."" Guess you could say he didn't know when to ho . . . never mind.
 http://t.co/gMK&#8230;",0
RT @JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/nVlZkShGaa,0
"the seamstress gon do/MOB Action in this bitch, u meaningless to da crew!",0
"RT @laken_heavner: I'm such a bitch, I'm hard to handle, I'm stubborn, and I have an attitude. Sorry to the people who put up with it &#128582;",0
